;;;vest;bo31;bo31hk;bo3_nw;doelgroep;ephh;groei_jong;groei_llvo;kernen500;lidr_w_nw;inwo;inw75+dr;wad1;wad3;wad2;jong;kernen;LOdr;ll_so;ll_vo;loonksub;nwmigr;cf.landelijk;cf.lokaal;cf.regionaal;oeverdhbftot;oeverbftot;oadw;goab;opbebnk;opbebnkbfnk;opbebk;opbebkbfk;biwa;buiwamax;histk40;histk65;histk4164;landbftot;land;WOZnwe70;WOZnwg70;WOZwe80;vast;Amsterdam;Den Haag;Rotterdam;woonr;woonrbfk
CBS;Naam;Prov;bedrijven;bewoonde oorden 1930;historische woningen in bewoonde oorden 1930;bijstandsontvangers;doelgroepenregister gemeentelijke doelgroep;éénpersoonshuishoudens;extra groei jongeren;extra groei leerlingen voortgezet onderwijs;grote woonkernen;huishoudens met een laag inkomen met drempel;inwoners;inwoners 75+ met drempel;inwoners waddengemeenten (<2500 inwoners);inwoners waddengemeenten (>7500 inwoners);inwoners waddengemeenten (2500 tot 7500 inwoners);jongeren;kernen;laag opleidingsniveau met drempel;leerlingen (voortgezet) speciaal onderwijs;leerlingen voortgezet onderwijs;loonkostensubsidie;migratieachtergrond;landelijke centrumfunctie;lokale centrumfunctie;regionale centrumfunctie;(oeverlengte+2*veen/kleiveengebied)*bf.gemeente*dh.factor;oeverlengte*bodemfactor gemeente;omgevingsadressendichtheid;onderwijsachterstand;oppervlak bebouwing buitengebied;oppervlak bebouwing buitengebied ∗ bodemfactor buitengebied;oppervlak bebouwing woonkern;oppervlak bebouwing woonkern ∗ bodemfactor woonkern;oppervlak binnenwater;oppervlak buitenwater;oppervlak historische kern < 40 ha;oppervlak historische kern > 65 ha;oppervlak historische kern 40 tot 65 ha;oppervlak land * bodemfactor gemeente;oppervlak land;ozb niet-woningen eigenaren;ozb niet-woningen gebruikers;ozb woningen eigenaren;vast bedrag;vast bedrag Amsterdam;verkiezingen Den Haag;vast bedrag Rotterdam;woonruimten;woonruimten ∗ bodemfactor woonkern
1525;Teylingen;8;5.304,63;1.524,00;0,00;306,24;208,12;5.279,85;0,00;0,00;2,00;2.117,12;38.829,74;1.692,92;0,00;0,00;0,00;7.347,02;6,00;1.892,31;595,39;1.532,79;66,48;3.097,29;15.840,83;36.655,29;15.264,62;53.945,15;3.202,20;24.658,56;415,01;22,08;24,51;200,17;209,88;520,00;0,00;0,00;0,00;0,00;3.055,32;2.829,00;690.419.569,28;667.706.027,31;7.352.663.677,11;1,00;0,00;0,00;0,00;17.219,67;18.080,65
622;Vlaardingen;8;9.315,58;6.938,00;6.540,00;2.287,56;616,68;14.883,79;10,46;0,00;1,00;8.144,13;78.102,26;3.519,81;0,00;0,00;0,00;15.209,91;1,00;10.651,73;1.237,51;3.323,18;155,49;18.652,33;60.462,03;76.363,51;57.924,67;156.607,76;2.191,05;107.276,01;9.350,11;11,04;14,24;242,63;339,20;317,00;0,00;10,00;0,00;0,00;3.176,55;2.353,00;1.105.392.375,67;1.082.678.833,71;9.956.360.084,87;1,00;0,00;0,00;0,00;37.799,86;52.919,81
1992;Voorne aan Zee;8;9.014,24;2.081,00;1.506,00;1.029,99;384,47;11.286,13;0,00;0,00;8,00;4.843,05;75.339,47;4.361,42;0,00;0,00;0,00;13.218,55;15,00;7.678,25;1.235,46;3.033,59;48,25;6.893,42;34.330,22;74.675,31;36.847,37;51.407,59;6.330,75;42.219,89;3.760,73;86,31;99,25;321,48;372,39;2.782,00;4.019,00;31,00;0,00;0,00;14.008,15;12.181,00;1.034.367.490,48;994.348.392,73;12.133.769.835,77;1,00;0,00;0,00;0,00;35.598,56;41.294,32
626;Voorschoten;8;3.642,07;891,00;0,00;290,44;134,73;4.040,60;0,00;0,00;1,00;1.233,16;26.182,35;1.933,19;0,00;0,00;0,00;5.210,45;1,00;722,22;0,00;0,00;24,66;2.973,79;6.459,66;22.128,64;6.024,97;35.805,18;1.157,10;22.229,52;549,55;3,01;3,04;103,12;111,21;47,00;0,00;0,00;0,00;0,00;1.164,45;1.109,00;222.809.030,71;206.224.539,75;5.538.155.551,35;1,00;0,00;0,00;0,00;11.830,51;12.776,95
627;Waddinxveen;8;4.592,85;1.491,00;0,00;345,57;230,02;3.926,42;2.110,07;23,60;1,00;2.066,07;35.412,90;827,33;0,00;0,00;0,00;8.165,50;2,00;2.758,97;0,00;867,20;52,54;4.488,12;16.194,64;36.554,20;15.598,21;174.610,88;5.311,35;23.099,64;1.365,52;57,20;82,94;167,82;241,31;171,00;0,00;0,00;0,00;0,00;4.013,60;2.768,00;777.668.413,02;771.899.894,43;5.318.093.434,26;1,00;0,00;0,00;0,00;14.392,30;20.724,91
629;Wassenaar;8;4.203,18;1.617,00;0,00;327,76;110,63;4.384,13;0,00;0,00;1,00;1.361,79;27.825,07;2.369,50;0,00;0,00;0,00;5.547,59;1,00;553,86;0,00;1.637,59;21,45;4.355,80;6.621,41;23.190,08;6.136,17;15.312,40;2.934,00;18.929,73;586,13;11,04;11,15;141,53;141,33;175,00;930,00;0,00;0,00;0,00;5.135,00;5.135,00;411.728.014,68;381.443.292,06;8.336.917.162,30;1,00;0,00;0,00;0,00;12.713,05;12.713,05
1783;Westland;8;19.436,47;4.323,00;1.048,00;1.188,32;595,87;16.763,83;0,00;0,00;1,00;8.452,39;118.190,58;4.649,19;0,00;0,00;0,00;23.634,36;5,00;13.866,97;1.858,88;3.561,58;179,08;10.179,88;114.322,87;117.567,86;106.761,33;126.024,05;6.794,69;73.167,39;4.337,99;130,46;150,03;709,68;793,72;247,00;745,00;5,00;0,00;0,00;9.132,66;8.082,00;2.950.597.261,09;2.950.597.261,09;19.864.958.209,23;1,00;0,00;0,00;0,00;49.138,61;55.035,24
637;Zoetermeer;8;15.825,58;0,00;0,00;2.652,63;1.104,12;20.641,03;0,00;0,00;1,00;9.859,55;131.277,71;4.275,61;0,00;0,00;0,00;26.576,22;1,00;9.363,26;3.939,06;5.907,17;299,18;32.594,03;152.575,39;139.716,72;140.121,08;183.433,05;3.454,57;151.976,03;9.442,57;13,05;15,66;452,90;538,19;324,00;0,00;0,00;0,00;0,00;4.024,58;3.382,00;1.794.009.282,89;1.763.364.027,86;19.548.033.050,73;1,00;0,00;0,00;0,00;59.065,69;70.288,17
638;Zoeterwoude;8;1.496,31;0,00;0,00;58,49;54,77;1.390,83;60,02;0,00;2,00;473,04;10.251,55;444,61;0,00;0,00;0,00;1.823,81;4,00;649,90;0,00;0,00;10,72;839,99;232,51;4.791,67;202,18;20.599,34;1.939,92;4.711,62;139,42;13,05;18,13;78,85;103,15;78,00;0,00;0,00;0,00;0,00;2.901,66;2.118,00;255.617.480,22;255.617.480,22;2.022.518.159,36;1,00;0,00;0,00;0,00;4.938,80;6.469,83
1892;Zuidplas;8;7.367,26;0,00;0,00;474,32;237,69;5.438,33;859,40;55,70;5,00;2.538,46;49.257,19;1.307,83;0,00;0,00;0,00;10.931,68;13,00;3.745,19;0,00;751,20;77,21;5.775,07;5.893,56;37.221,40;5.428,54;125.249,78;6.664,00;25.252,20;1.360,19;43,15;58,69;251,72;372,02;600,00;0,00;0,00;0,00;0,00;8.127,00;5.805,00;1.013.096.078,16;1.001.198.508,56;8.085.162.529,35;1,00;0,00;0,00;0,00;20.715,50;30.658,95
642;Zwijndrecht;8;5.611,17;2.450,00;0,00;1.092,85;474,29;7.455,18;0,00;0,00;2,00;4.600,60;45.155,97;2.838,71;0,00;0,00;0,00;8.556,46;2,00;6.376,11;581,80;2.543,99;106,16;7.745,17;23.200,19;42.761,14;23.200,19;80.726,77;1.812,51;43.958,14;3.487,81;41,15;56,37;195,11;266,92;252,00;0,00;0,00;0,00;0,00;2.775,62;2.026,00;797.858.228,10;778.750.010,26;6.358.589.975,74;1,00;0,00;0,00;0,00;21.042,67;28.828,46
654;Borsele;9;3.283,57;0,00;0,00;204,72;207,02;3.042,51;0,00;0,00;7,00;1.858,52;23.377,10;994,99;0,00;0,00;0,00;4.636,70;19,00;2.261,81;0,00;0,00;33,24;867,44;1.961,15;19.965,31;7.126,86;5.439,02;2.564,80;3.470,47;532,53;169,60;189,95;130,41;145,85;278,00;5.032,00;0,00;0,00;0,00;15.837,92;14.141,00;583.341.442,87;583.341.442,87;3.048.284.376,58;1,00;0,00;0,00;0,00;10.678,35;11.959,76
664;Goes;9;5.865,75;2.371,00;2.371,00;791,65;428,28;7.441,40;0,00;0,00;4,00;3.824,92;40.557,37;2.687,87;0,00;0,00;0,00;7.070,81;7,00;4.409,43;3.441,02;4.239,18;63,27;3.978,44;36.877,69;44.348,26;58.056,08;15.604,07;3.079,80;28.487,50;1.475,36;44,16;50,34;249,70;309,19;623,00;305,00;21,00;0,00;0,00;10.746,24;9.264,00;867.440.983,65;836.435.196,20;5.964.888.581,67;1,00;0,00;0,00;0,00;20.435,80;25.340,39
677;Hulst;9;3.132,90;874,00;874,00;267,25;200,45;4.511,10;0,00;0,00;4,00;2.505,81;27.676,47;2.073,96;0,00;0,00;0,00;4.354,39;17,00;3.544,92;251,05;903,20;58,98;1.176,18;14.253,71;27.415,65;25.323,09;4.508,42;3.054,48;7.204,83;1.007,80;97,34;101,24;222,41;226,53;311,00;5.067,00;15,00;0,00;0,00;20.596,16;19.804,00;403.075.236,79;342.505.791,55;3.659.816.020,44;1,00;0,00;0,00;0,00;14.099,47;14.381,46
678;Kapelle;9;1.823,63;0,00;0,00;97,49;85,44;1.623,13;0,00;0,00;2,00;914,62;13.153,85;645,72;0,00;0,00;0,00;2.725,56;4,00;750,33;480,31;0,00;20,37;564,57;3.528,05;13.070,96;9.138,55;4.702,75;869,99;3.910,13;195,26;31,11;37,64;98,06;113,59;113,00;1.142,00;0,00;0,00;0,00;4.485,47;3.707,00;266.072.920,17;257.780.674,69;1.908.692.926,38;1,00;0,00;0,00;0,00;5.933,43;6.882,78
687;Middelburg;9;6.245,02;4.287,00;4.287,00;1.228,66;426,09;10.191,57;0,00;0,00;2,00;4.710,98;50.698,74;2.886,23;0,00;0,00;0,00;9.456,18;6,00;3.967,12;1.650,34;3.261,58;78,28;5.440,83;50.322,69;55.063,81;71.672,93;25.924,16;2.007,54;46.164,30;2.641,29;23,08;25,85;270,93;313,84;471,00;0,00;0,00;77,00;0,00;5.509,62;4.833,00;900.609.965,57;840.040.520,33;7.001.367.761,99;1,00;0,00;0,00;0,00;25.689,65;29.799,99
1695;Noord-Beveland;9;1.361,23;0,00;0,00;100,51;70,10;1.489,26;0,00;0,00;5,00;444,57;8.133,71;722,10;0,00;0,00;0,00;1.123,12;12,00;873,88;0,00;0,00;10,72;302,87;151,64;7.086,42;1.435,48;1.888,49;2.114,56;1.786,14;268,22;36,13;42,99;79,86;90,12;724,00;2.818,00;0,00;0,00;0,00;10.168,06;8.617,00;197.932.294,27;170.171.298,54;1.924.762.371,04;1,00;0,00;0,00;0,00;6.923,01;7.823,00
703;Reimerswaal;9;3.132,90;822,00;0,00;229,93;185,11;3.148,82;0,00;0,00;5,00;2.150,63;23.589,39;670,11;0,00;0,00;0,00;5.565,86;13,00;2.748,82;149,44;696,00;36,46;1.157,56;3.143,90;22.553,22;11.625,37;9.646,82;3.031,42;4.990,54;1.526,91;68,24;79,84;142,54;176,50;1.185,00;10.000,00;0,00;0,00;0,00;11.989,98;10.161,00;529.622.113,46;510.153.363,20;2.594.768.938,50;1,00;0,00;0,00;0,00;9.634,25;11.946,47
1676;Schouwen-Duiveland;9;5.699,49;2.425,00;1.819,00;361,03;243,17;5.578,10;0,00;0,00;9,00;2.765,06;34.787,15;3.132,42;0,00;0,00;0,00;5.853,25;24,00;3.883,19;171,35;739,20;76,13;1.333,01;6.004,76;34.805,34;17.589,69;10.546,34;8.286,88;11.126,52;862,13;111,39;124,76;258,80;292,03;7.274,00;10.000,00;10,00;0,00;46,00;25.673,76;22.923,00;868.162.048,47;721.425.356,73;7.197.772.085,56;1,00;0,00;0,00;0,00;22.614,89;25.554,82
1714;Sluis;9;3.694,02;1.274,00;0,00;243,38;135,82;4.448,11;0,00;0,00;10,00;1.848,84;23.345,76;2.182,44;0,00;0,00;0,00;3.474,98;23,00;2.674,74;0,00;608,00;30,02;993,88;2.992,27;23.240,63;17.003,37;4.580,42;5.623,68;9.167,46;761,97;125,44;126,70;223,42;225,33;495,00;2.362,00;24,00;0,00;0,00;28.137,59;27.859,00;561.348.965,73;497.174.196,36;6.038.093.829,54;1,00;0,00;0,00;0,00;19.588,60;19.784,48
715;Terneuzen;9;5.870,95;3.331,00;1.539,00;984,95;472,10;10.104,95;0,00;0,00;9,00;5.633,93;56.259,71;4.181,16;0,00;0,00;0,00;9.503,91;26,00;8.866,39;1.292,30;1.754,39;138,33;5.669,21;32.601,58;56.610,49;57.884,23;11.153,89;5.245,00;25.338,94;3.538,26;202,72;202,72;329,57;329,10;1.289,00;5.495,00;13,00;0,00;0,00;24.991,00;24.991,00;1.404.273.745,35;1.404.273.745,35;6.379.569.528,49;1,00;0,00;0,00;0,00;28.343,33;28.343,33
716;Tholen;9;3.548,55;1.288,00;669,00;290,78;207,02;3.437,22;0,00;0,00;7,00;2.410,78;27.235,71;1.059,00;0,00;0,00;0,00;5.889,80;12,00;3.753,38;157,35;260,00;52,54;1.189,91;2.759,76;25.838,65;7.500,89;14.232,83;4.518,56;6.139,56;1.737,15;69,24;85,86;188,03;240,34;1.548,00;9.157,00;16,00;0,00;0,00;18.221,80;14.695,00;421.462.389,81;380.361.694,83;3.176.839.933,83;1,00;0,00;0,00;0,00;12.254,61;15.685,90
717;Veere;9;3.720,00;591,00;0,00;161,69;95,30;3.148,82;0,00;0,00;10,00;1.067,74;22.184,24;1.927,30;0,00;0,00;0,00;4.088,34;15,00;1.762,11;0,00;0,00;28,95;648,86;1.021,01;16.204,75;3.831,32;7.046,73;3.286,53;5.637,00;98,37;71,25;84,08;172,87;193,34;1.198,00;6.106,00;14,00;0,00;0,00;15.620,67;13.351,00;553.777.785,07;540.798.618,24;5.822.049.073,61;1,00;0,00;0,00;0,00;15.834,26;17.734,37
718;Vlissingen;9;4.863,01;6.521,00;5.750,00;1.537,26;401,99;10.429,77;0,00;58,70;1,00;5.319,88;46.253,81;2.996,54;0,00;0,00;0,00;7.606,99;3,00;4.581,69;219,35;1.228,79;63,27;6.584,67;48.513,17;49.230,91;62.675,90;23.149,86;1.326,08;50.102,33;2.654,43;100,35;108,38;205,22;243,87;527,00;10.000,00;16,00;0,00;0,00;3.842,72;3.431,00;1.004.082.767,86;938.105.336,43;5.581.007.403,77;1,00;0,00;0,00;0,00;24.644,53;29.326,99
1723;Alphen-Chaam;10;1.818,43;0,00;0,00;66,56;37,24;1.213,66;0,00;0,00;2,00;523,80;10.653,89;604,80;0,00;0,00;0,00;1.870,52;9,00;952,64;0,00;0,00;12,87;357,76;353,82;7.116,75;454,91;856,46;760,00;1.633,19;69,20;96,34;96,34;61,67;61,58;54,00;0,00;0,00;0,00;0,00;9.298,00;9.298,00;226.053.822,42;187.476.854,32;1.828.792.076,56;1,00;0,00;0,00;0,00;4.904,47;4.904,47
1959;Altena;10;8.868,77;669,00;0,00;542,90;340,65;7.131,34;0,00;0,00;11,00;4.459,20;59.366,21;2.358,08;0,00;0,00;0,00;12.120,81;23,00;8.381,04;107,59;1.634,39;128,68;2.373,93;5.539,74;54.275,31;7.318,93;33.438,53;9.554,88;12.716,40;1.743,44;111,39;122,53;367,98;429,93;2.725,00;0,00;6,00;0,00;0,00;22.132,29;19.939,00;969.832.188,70;918.636.586,18;8.390.035.604,36;1,00;0,00;0,00;0,00;24.314,34;28.447,77
743;Asten;10;2.644,52;538,00;0,00;164,38;111,73;2.367,27;0,00;0,00;2,00;1.472,32;17.574,53;976,82;0,00;0,00;0,00;3.130,74;2,00;2.275,47;0,00;567,20;31,10;807,65;7.096,53;17.488,60;9.158,77;2.617,25;1.074,00;7.661,53;415,19;97,34;97,34;119,29;119,12;109,00;0,00;0,00;0,00;0,00;7.025,00;7.025,00;355.124.425,97;319.792.249,58;2.873.752.352,67;1,00;0,00;0,00;0,00;7.563,20;7.563,20
744;Baarle-Nassau;10;1.304,08;0,00;0,00;90,09;37,24;1.093,57;0,00;0,00;1,00;598,63;7.283,55;606,91;0,00;0,00;0,00;1.182,02;5,00;838,85;0,00;169,60;13,94;314,63;374,03;6.136,17;606,54;387,21;410,00;1.563,51;205,30;87,31;87,31;54,59;54,51;17,00;0,00;0,00;0,00;0,00;7.612,00;7.612,00;181.708.335,73;174.858.219,90;1.136.020.462,50;1,00;0,00;0,00;0,00;4.169,35;4.169,35
1724;Bergeijk;10;3.174,47;0,00;0,00;117,66;155,54;2.493,26;0,00;0,00;5,00;1.190,63;19.473,00;1.133,08;0,00;0,00;0,00;3.338,91;10,00;1.643,24;0,00;0,00;60,05;740,02;3.275,32;16.710,20;4.498,51;1.338,47;707,00;4.882,26;263,34;73,26;73,26;170,85;170,61;70,00;0,00;0,00;0,00;0,00;10.105,00;10.105,00;393.340.861,66;332.410.884,01;3.528.135.848,95;1,00;0,00;0,00;0,00;9.407,05;9.407,05
748;Bergen op Zoom;10;8.832,40;4.083,00;4.083,00;1.782,99;556,44;11.470,19;0,00;0,00;2,00;6.483,14;70.959,23;3.577,59;0,00;0,00;0,00;12.706,74;9,00;8.345,13;2.334,97;4.407,98;112,59;11.830,46;77.465,39;75.544,68;91.365,29;18.538,81;2.010,56;63.003,78;5.366,56;95,34;98,20;374,05;384,72;1.335,00;0,00;39,00;0,00;0,00;8.217,34;7.978,00;1.404.634.277,76;1.304.406.267,18;9.526.056.066,85;1,00;0,00;0,00;0,00;32.986,27;33.975,86
1721;Bernheze;10;4.914,97;0,00;0,00;279,68;296,84;3.930,36;0,00;0,00;4,00;2.166,83;32.961,46;1.661,22;0,00;0,00;0,00;6.039,08;7,00;3.268,91;0,00;555,20;66,48;1.263,42;6.449,55;28.183,94;8.481,46;4.230,38;1.173,00;9.979,87;570,80;146,52;146,52;201,18;200,89;70,00;0,00;0,00;0,00;0,00;8.971,00;8.971,00;465.807.876,51;411.728.014,68;5.728.757.019,91;1,00;0,00;0,00;0,00;14.016,67;14.016,67
753;Best;10;4.161,62;0,00;0,00;354,98;219,07;4.328,02;0,00;0,00;1,00;1.962,32;31.997,06;1.129,63;0,00;0,00;0,00;5.912,14;2,00;2.132,30;0,00;1.264,79;63,27;3.399,17;19.358,77;31.823,18;21.421,01;4.503,44;493,00;20.352,63;712,37;51,18;51,18;189,05;188,78;75,00;0,00;0,00;0,00;0,00;3.390,00;3.390,00;587.667.831,82;572.164.938,09;5.626.537.496,96;1,00;0,00;0,00;0,00;13.835,92;13.835,92
1728;Bladel;10;3.221,23;0,00;0,00;134,80;215,78;2.868,29;0,00;0,00;4,00;1.312,33;21.235,00;1.305,98;0,00;0,00;0,00;3.645,59;9,00;2.087,99;619,66;1.519,19;86,86;794,90;3.659,46;20.096,73;5.216,25;1.630,37;587,00;7.184,52;261,59;97,34;97,34;182,98;182,72;30,00;0,00;0,00;0,00;0,00;7.533,00;7.533,00;529.982.645,87;529.982.645,87;3.694.633.150,52;1,00;0,00;0,00;0,00;10.104,80;10.104,80
755;Boekel;10;1.776,87;0,00;0,00;102,53;84,34;1.267,79;0,00;0,00;2,00;730,35;11.589,99;402,85;0,00;0,00;0,00;2.247,26;5,00;1.311,22;0,00;0,00;28,95;370,50;1.940,93;10.432,51;2.769,87;641,00;193,00;2.820,19;210,52;75,27;75,27;76,83;76,72;1,00;0,00;0,00;0,00;0,00;3.451,00;3.451,00;219.203.706,59;188.558.451,56;1.787.725.718,00;1,00;0,00;0,00;0,00;4.879,23;4.879,23
757;Boxtel;10;4.691,56;1.588,00;0,00;399,69;500,58;5.452,11;0,00;0,00;3,00;2.991,56;34.614,28;1.912,06;0,00;0,00;0,00;6.078,68;5,00;4.153,63;955,47;1.571,19;217,68;3.283,51;17.660,45;33.066,59;20.834,68;8.735,55;1.794,00;18.296,90;1.271,66;56,20;56,20;199,16;198,87;136,00;0,00;0,00;0,00;0,00;6.896,00;6.896,00;505.105.909,43;482.392.367,47;5.334.609.252,38;1,00;0,00;0,00;0,00;15.558,59;15.558,59
758;Breda;10;30.476,97;12.005,00;9.613,00;4.198,96;1.519,26;39.911,90;0,00;0,00;1,00;15.440,83;190.837,01;6.780,88;0,00;0,00;0,00;34.040,02;6,00;11.645,37;7.489,33;8.941,56;423,56;26.983,63;296.871,49;208.882,61;294.728,38;52.916,21;3.607,00;207.709,89;7.488,32;128,45;128,45;966,46;965,09;321,00;0,00;0,00;0,00;42,00;12.547,00;12.547,00;4.183.618.110,67;4.101.777.253,11;33.376.682.924,27;1,00;0,00;0,00;0,00;91.020,99;91.020,99
1706;Cranendonck;10;3.028,99;0,00;0,00;226,91;130,35;2.823,99;0,00;298,60;4,00;1.577,07;21.901,18;1.430,37;0,00;0,00;0,00;3.952,26;11,00;2.999,64;0,00;462,40;21,45;2.053,42;4.356,99;19.864,22;6.217,05;2.076,29;748,00;5.604,40;686,68;67,24;67,24;171,86;171,62;165,00;0,00;0,00;0,00;0,00;7.640,00;7.640,00;407.762.158,15;370.987.852,11;3.240.671.338,99;1,00;0,00;0,00;0,00;9.419,17;9.419,17
762;Deurne;10;4.733,13;720,00;0,00;362,72;281,51;4.788,68;0,00;0,00;3,00;2.931,98;33.750,97;1.677,89;0,00;0,00;0,00;6.179,22;6,00;4.412,65;700,11;2.062,39;107,23;1.601,57;20.753,81;33.339,54;24.473,93;7.018,15;2.488,00;13.813,31;946,22;184,65;184,65;231,51;231,18;195,00;0,00;0,00;0,00;0,00;11.641,00;11.641,00;638.142.369,52;578.654.521,51;5.385.495.827,12;1,00;0,00;0,00;0,00;14.998,17;14.998,17
766;Dongen;10;3.444,64;1.346,00;0,00;322,71;197,16;3.915,59;0,00;0,00;2,00;2.019,45;27.794,74;1.359,32;0,00;0,00;0,00;5.012,43;3,00;2.830,80;0,00;988,80;69,70;2.186,72;11.867,99;25.656,68;13.434,88;6.046,31;654,00;15.772,10;924,81;51,18;51,18;156,70;156,47;50,00;0,00;0,00;0,00;0,00;2.924,00;2.924,00;425.788.778,76;393.701.394,08;3.999.059.852,07;1,00;0,00;0,00;0,00;12.198,06;12.198,06
1719;Drimmelen;10;3.984,97;1.237,00;0,00;184,22;145,68;3.788,62;0,00;0,00;5,00;2.166,43;28.603,46;1.541,08;0,00;0,00;0,00;4.919,00;7,00;3.494,46;0,00;417,60;51,47;1.245,78;3.366,30;22.533,00;3.982,95;12.342,38;4.858,10;10.565,58;747,29;60,21;60,81;161,75;164,75;2.477,00;0,00;0,00;0,00;0,00;9.560,66;9.466,00;406.320.028,50;374.232.643,82;4.481.589.565,21;1,00;0,00;0,00;0,00;12.683,77;12.937,44
770;Eersel;10;3.252,40;0,00;0,00;114,29;184,02;2.692,09;0,00;0,00;4,00;1.092,31;20.611,27;1.188,27;0,00;0,00;0,00;3.740,03;11,00;1.669,98;417,82;834,40;64,34;969,37;4.468,19;17.185,33;5.741,92;1.211,16;495,00;5.586,59;231,54;86,31;86,31;143,55;143,35;86,00;0,00;0,00;0,00;0,00;8.247,00;8.247,00;380.361.694,83;342.866.323,96;3.782.568.722,67;1,00;0,00;0,00;0,00;9.405,03;9.405,03
772;Eindhoven;10;34.856,80;19.215,00;18.701,00;6.637,13;2.379,11;64.345,49;0,00;0,00;1,00;22.870,91;251.749,90;5.034,24;0,00;0,00;0,00;41.305,80;3,00;19.574,54;7.213,52;11.681,55;801,02;66.403,45;525.224,07;281.495,68;552.518,42;49.829,29;1.788,00;362.458,90;14.130,38;139,49;139,49;1.190,89;1.189,20;146,00;0,00;9,00;0,00;0,00;8.790,00;8.790,00;6.284.801.008,72;6.284.801.008,72;42.871.939.222,20;1,00;0,00;0,00;0,00;126.028,82;126.028,82
777;Etten-Leur;10;5.720,28;542,00;0,00;726,78;331,89;6.558,47;0,00;0,00;1,00;3.629,83;45.952,56;2.166,14;0,00;0,00;0,00;8.715,89;5,00;4.542,46;276,95;2.423,99;86,86;5.033,09;39.839,63;48.533,39;43.236,26;8.852,41;1.017,00;36.420,81;1.752,60;88,31;88,31;269,92;269,54;64,00;0,00;0,00;0,00;0,00;5.528,00;5.528,00;1.008.048.624,39;966.226.864,58;6.792.911.354,92;1,00;0,00;0,00;0,00;20.705,41;20.705,41
779;Geertruidenberg;10;2.883,52;1.532,00;537,00;292,79;186,21;3.143,89;0,00;0,00;2,00;1.986,55;22.183,23;1.151,82;0,00;0,00;0,00;3.949,21;2,00;2.943,13;0,00;1.106,39;80,42;1.200,69;8.016,45;21.744,49;9.502,48;8.210,49;1.093,00;11.838,98;1.016,75;45,16;45,16;152,65;152,44;307,00;0,00;13,00;0,00;0,00;2.657,00;2.657,00;553.777.785,07;553.777.785,07;3.247.366.940,93;1,00;0,00;0,00;0,00;10.303,73;10.303,73
1771;Geldrop-Mierlo;10;5.024,08;1.074,00;0,00;605,42;358,18;6.313,38;0,00;0,00;2,00;3.249,37;41.198,29;2.401,78;0,00;0,00;0,00;7.484,11;2,00;3.986,45;318,80;881,60;92,22;4.376,39;18.641,03;37.817,83;20.713,38;6.389,73;492,00;26.799,82;1.654,86;21,07;21,07;241,61;241,27;37,00;0,00;0,00;0,00;0,00;3.101,00;3.101,00;482.392.367,47;469.413.200,63;6.935.304.489,51;1,00;0,00;0,00;0,00;19.156,41;19.156,41
1652;Gemert-Bakel;10;4.374,63;663,00;663,00;355,66;280,41;4.171,52;0,00;0,00;4,00;2.635,59;31.884,85;1.129,28;0,00;0,00;0,00;6.192,42;11,00;3.792,52;478,20;1.271,19;89,00;1.480,03;10.331,42;28.497,32;13.111,39;2.789,95;1.091,00;11.165,30;993,80;171,61;171,61;210,28;209,98;148,00;0,00;8,00;0,00;0,00;12.186,00;12.186,00;558.825.238,84;498.255.793,60;4.936.444.123,67;1,00;0,00;0,00;0,00;14.026,76;14.026,76
784;Gilze en Rijen;10;3.600,50;0,00;0,00;357,34;177,45;3.666,56;0,00;0,00;3,00;2.220,78;28.842,04;1.225,94;0,00;0,00;0,00;5.429,79;7,00;2.554,02;0,00;0,00;46,11;4.123,51;5.711,59;23.240,63;6.570,86;2.419,94;557,00;13.578,05;1.693,51;66,23;66,23;197,13;196,85;28,00;0,00;0,00;0,00;0,00;6.539,00;6.539,00;639.584.499,17;606.776.049,66;3.953.083.385,41;1,00;0,00;0,00;0,00;12.243,50;12.243,50
785;Goirle;10;3.252,40;891,00;0,00;292,12;185,11;3.172,44;0,00;0,00;2,00;1.636,10;24.734,74;1.285,61;0,00;0,00;0,00;4.871,27;3,00;1.759,87;1.525,03;1.085,59;62,19;1.433,96;5.499,31;19.601,38;5.863,23;2.306,92;409,00;13.249,02;389,54;30,11;30,11;140,52;140,32;39,00;0,00;0,00;0,00;0,00;4.299,00;4.299,00;284.460.073,19;266.072.920,17;4.260.634.701,19;1,00;0,00;0,00;0,00;10.904,54;10.904,54
1655;Halderberge;10;4.281,12;1.296,00;616,00;469,28;188,40;4.103,60;0,00;34,60;5,00;2.599,19;31.688,73;1.945,77;0,00;0,00;0,00;5.599,38;8,00;4.153,04;0,00;1.219,19;37,53;2.856,17;5.327,45;27.799,80;7.106,64;4.192,38;996,00;11.009,86;1.768,46;120,43;120,43;206,23;205,94;74,00;0,00;10,00;0,00;0,00;7.448,00;7.448,00;791.008.112,27;779.831.607,50;4.695.402.453,83;1,00;0,00;0,00;0,00;14.335,75;14.335,75
